REId,name_short,v_empty_pp,v_full_pp,phi_losses,phi_nonctrl,phi_capex_adj,phi_cable,sum_phi,residual_vs_current_pp
REL00959,Åsele Elnät,-0.06184611610403623,0.5466167350028917,0.11190561530876424,0.3900103727003815,0.05781545856942867,0.048731404528353416,0.6084628511069279,-1.0618461161040362
REL00965,Sörbylunds Elnät,,,,,,,,
REL01010,Sandviken Energi,0.8870002514623998,0.5012984470797566,0.03637324024246732,-0.5210602783658628,0.026789647108749204,0.07219558663200305,-0.38570180438264323,-0.3744937782292903
REL01012,Brittedals Elnät,1.200307402214662,1.6734620732533179,0.009256176801445783,0.4929466059761522,0.06080087691595625,-0.08984898865489846,0.4731546710386558,-0.23021072423654587
REL03009,Dala Energi,1.0506910386070656,0.8499947787741879,0.03583450426861516,0.04309078265871864,-0.20445999392839087,-0.07516155283182058,-0.20069625983287764,-0.2780980266823945
REL03015,Falu Elnät,1.2298116725237396,0.8193840220370285,0.13300332091769618,-0.3258676355316644,-0.17367078827692692,-0.043892547595815914,-0.4104276504867111,0.0010697622667255047
REL03016,Vaggeryds Elverk,-0.43162308554863804,-0.4318594304211887,0.0037307955974730245,-0.1031967667325902,0.008786041299024827,0.09044358496354173,-0.00023634487255062842,-1.431623085548638
REL03019,Trelleborgs Elnät,1.3487325567904218,1.4663120130238738,0.00041892034883620963,-0.10064981871431936,0.14865836031296614,0.06915199428596899,0.11757945623345199,-0.45356303211667726
REL03028,E.ON,0.1769054350011734,0.6316684925377292,0.029554810542675725,0.5125623488087797,-0.08732272383627689,-3.1377978622812094e-05,0.45476305753655577,-0.8230945649988266
REL03030,Vattenfall,0.6270263625434369,0.8749473187432466,0.11351417024059358,0.1727527574479526,-0.11665515412412526,0.07830918263538877,0.2479209561998097,-0.3729736374565631
