REId,name_short,urbanity_index,req_full,kr_full,eff_offA,req_offA,kr_offA,eff_offB,req_offB,kr_offB,dA_pp,dB_pp,dA_kr,dB_kr,req_full_pp
REL00175,Staffanstorps Energi,0.46501676896886485,0.018244601098569957,19691.109839233126,0.61566061,0.018244601098569957,19691.109839233126,0.56922822,0.018244601098569957,19691.109839233126,0.0,0.0,0.0,0.0,1.8244601098569957
REL00177,Sturefors El,0.2548569805112966,0.00044398610198204125,16.91935670608911,0.86526603,0.003933120565932535,150.40665075081202,0.9242403,0.0002289565126201154,8.723164978644327,-0.3489134463950494,0.021502958936192584,-133.48729404472292,8.196191727444784,0.044398610198204125
REL00178,Sundsvall Elnät,0.6528525480766094,-0.0010626143995114967,-2584.054289212106,0.91247072,0.0010045777213518736,2447.9765288923672,0.94832356,-0.0012786188031133072,-3108.65992243684,-0.20671921208633703,0.02160044036018105,-5032.030818104473,524.605633224734,-0.10626143995114967
REL00182,Njudung Sävsjö,0.4512369205970062,0.014083731879302785,5634.892280714335,0.71898812,0.012848982344801918,5134.526226633086,0.6947821,0.014262147968135075,5707.294587549162,0.12347495345008674,-0.017841608883228943,500.3660540812498,-72.40230683482696,1.4083731879302785
REL00183,Söderhamn Elnät,0.5435234372448344,-0.0017127031312134111,-1085.7041033990804,0.92419999,0.00027290139191959994,173.33947434977955,0.95868174,-0.0019291299816022178,-1222.6351723681623,-0.1985604523133011,0.02164268503888067,-1259.04357774886,136.93106896908193,-0.1712703131213411
REL00184,Södra Hallands Kraft,0.3058144070099035,0.01532239997758067,39218.940616052765,0.69296728,0.014410557894001252,36851.389450114395,0.67767199,0.015285499727172747,39123.047786066294,0.09118420835794172,0.0036900250407922996,2367.55116593837,95.89282998647104,1.532239997758067
REL00185,Sölvesborg Energi,0.768060816613854,0.015947466749731687,9322.932673680252,0.66867549,0.015861888448412964,9272.109879158525,0.67002047,0.015742135784756695,9201.006278693307,0.00855783013187228,0.020533096497499237,50.8227945217277,121.92639498694552,1.5947466749731687
REL00186,Telge Nät,0.3594876800062405,-0.004318594304211887,-17209.869791472956,1.0,-0.004494700294720655,-17908.509173399616,1.0,-0.00453672564467511,-18075.19371529761,0.017610599050876807,0.021813134046322347,698.6393819266596,865.3239238246533,-0.4318594304211887
REL00187,Tibro Elnät,0.5341616340069177,0.006137805066257496,3079.6736755575575,0.82611204,0.006342905725124082,3183.236745009823,0.81096126,0.007230183187876271,3631.7447715047647,-0.0205100658866586,-0.10923781216187756,-103.56306945226561,-552.0710959472071,0.6137805066257496
REL00191,Trollhättan Energi,0.44078524731348334,-0.0004417626451496126,-721.5856620666902,0.97443356,-0.002878994064561047,-4691.170304263065,0.93841233,-0.0006573646271103017,-1073.5236132151708,0.24372314194114342,0.021560198196068914,3969.584642196375,351.9379511484806,-0.04417626451496126
REL00193,Töre Energi,0.29631087164558173,-0.0015215704937867613,-178.90147582199342,0.89648277,0.0019993353661189595,235.90470529014277,0.7034086,0.013745022241329563,1640.9578068105334,-0.3520905859905721,-1.5266592735116324,-414.8061811121362,-1819.8592826325269,-0.15215704937867613
REL00195,Uddevalla Energi,0.44265808989588495,-0.0015947771669158062,-2884.072265373778,0.94112052,-0.0007854449010745723,-1421.5866691841488,0.95680427,-0.0018111273037783038,-3274.6217898346717,-0.08093322658412339,0.02163501368624976,-1462.4855961896292,390.54952446089374,-0.15947771669158062
REL00201,Vallebygdens Energi,0.11233988680931624,0.004461091611738022,1611.9618994819914,0.87407956,0.0033882804019627066,1223.0016977810703,0.85228841,0.004692889982875759,1696.1125671283005,0.10728112097753151,-0.023179837113773694,388.96020170092106,-84.1506676463091,0.44610916117380217
REL00203,Vara Energi,0.2438579645372899,0.014264688781703061,7871.475602035134,0.70828151,0.013492386869910611,7439.559892600635,0.69818363,0.014058333703083736,7756.0050898625195,0.07723019117924501,0.020635507861932467,431.91570943449915,115.47051217261469,1.426468878170306
REL00204,Varberg Energi,0.6375969534700405,0.0031189776029294514,5422.885117774693,0.89153714,0.002306449409964717,4006.9064700095655,0.88121121,0.0029056644028047085,5050.9254708708195,0.08125281929647343,0.021331320012474286,1415.9786477651273,371.95964690387336,0.31189776029294514
REL00205,Varbergsortens Elkraft,0.19740553696696483,0.01434389292875804,22269.347026370007,0.68476844,0.01490109982852883,23147.32205307183,0.69669797,0.014147367201126748,21959.91868503601,-0.05572068997707902,0.01965257276312915,-877.9750267018244,309.4283413339981,1.434389292875804
