reid,nf_norm,nf_obs,ug_norm,ug_obs,k_upstream,cemi4_norm,cemi4_obs,aif_a_1_obs,aif_a_2_obs,aif_a_3_obs,aif_a_4_obs,aif_a_5_obs,aif_a_6_obs,aif_o_1_obs,aif_o_2_obs,aif_o_3_obs,aif_o_4_obs,aif_o_5_obs,aif_o_6_obs,aif_a_1_norm,aif_a_2_norm,aif_a_3_norm,aif_a_4_norm,aif_a_5_norm,aif_a_6_norm,aif_o_1_norm,aif_o_2_norm,aif_o_3_norm,aif_o_4_norm,aif_o_5_norm,aif_o_6_norm,ait_a_1_obs,ait_a_2_obs,ait_a_3_obs,ait_a_4_obs,ait_a_5_obs,ait_a_6_obs,ait_o_1_obs,ait_o_2_obs,ait_o_3_obs,ait_o_4_obs,ait_o_5_obs,ait_o_6_obs,ait_a_1_norm,ait_a_2_norm,ait_a_3_norm,ait_a_4_norm,ait_a_5_norm,ait_a_6_norm,ait_o_1_norm,ait_o_2_norm,ait_o_3_norm,ait_o_4_norm,ait_o_5_norm,ait_o_6_norm,e_in,reid_original,year,ame_1,ame_2,ame_3,ame_4,ame_5,ame_6,capcost
3009,.0367,.033240572,.575,.41999999,65662000,.1398,.0653930290214379,.4501488792006127,.2837548815600699,.3541694328479715,.2920984812396257,.3710904726672043,,1.80764480677208,.3621488956761283,.4613547828214394,.3909615822078373,.978229979853234,,.3044,.1945,.0779,.1473,.2582,,1.6923,.6943,.7558,1.0544,1.442,,.7724255221032569,.0771731535565772,.0755085332542943,.2035611412978053,.3212554795137134,,1.248979680585564,.2084172028533015,.3211112947834902,.3584917648892129,.7540033661481966,,.4009,.1957,.0843,.0924,.2805,,1.5137,.4661,.4708,.7782,1.1517,,625621,3009,2024,1579.841095890411,14643.15684931507,10159.70856164384,3279.418378995434,30518.05936073059,,1000000
3015,.034,.035242833,.3169,.333,47791000,.0368,.0207596269114938,0,.0101844688595358,.0091755858132224,.0192041776760523,.0285875932854209,,1.178474521997792,.6125927181489003,.4376198393592614,.4304441020370664,.8456872851981344,,.0477,.0286,.0132,.0192,.0387,,1.1892,.4762,.2592,.2686,.6615,,0,.0555254515915411,.0200614078952356,.0351738367456578,.0490449693622466,,1.123153104661908,.3020010550475785,.4747439843880246,.259703428986475,.603689048864964,,.0657,.086,.019,.03,.0448,,1.1034,.4809,.2014,.1823,.6288,,723523,3015,2024,108.3753424657534,10022.70365296804,18637.60662100456,5520.274315068493,26733.51324200913,,1000000
3016,.0273,.040056303,.4167,.38100001,13445000,.0297,0,.0190370609349348,0,0,.0008765647547218,.0154979269252277,,1.887075873329568,1.13313221452035,1.462110954896622,1.332912896209046,1.10009253216552,,.3522,.0037,.0563,.0896,.1192,,1.317,.0603,.3958,.4732,.7831,,.0285555914024022,0,0,.0013148471320827,.0215527704122228,,.8766810464867343,.2314410436050038,.3596219619405182,.3017777611419541,.3882045196921524,,.4053,.0053,.0353,.0402,.1304,,1.3799,.0561,.4141,.4902,.9486,,74595,3016,2024,382.8509132420091,2606.91598173516,1383.652853881279,513.8885844748859,3370.542123287671,,1000000
3019,.0338,.039425947,.5253,.44580001,31357000,.0001,0,.0197449657378077,.003842240310026,.0221807473581712,.0225662833670631,.0684775891419664,,.0052241126505113,.0024676024956679,.057557629667183,.0293487213041907,.1025020045535932,,.0125,.0045,.0093,.01,.0071,,.3126,.2897,.2677,.2851,.2804,,.040667677820897,.0091850759604108,.0263483653876938,.0342835884384199,.1017058981885932,,.0081844431524678,.0037325054870763,.0718292433009622,.042272644798858,.1783031318534839,,.0232,.0328,.0226,.0231,.0191,,.2816,.1785,.2391,.1822,.2262,,254680,3019,2024,1101.714269406393,4257.825570776256,9088.839840182649,1035.796917808219,12051.89817351598,,1000000
3028,.038,.035012607,.5343,.42899999,2514194944,.0754,.0564058456414959,.3474520826043641,.1548669771874174,.1784289789018088,.2037816196253187,.3431565995552368,.055684684454707,1.307757311358764,.4416448361966286,.5879018735051489,.5949778322917906,1.000570842918111,.1612884890146364,.3404,.1404,.1145,.1474,.2413,.0253,1.4987,.5457,.6488,.6741,1.1283,.2977,.8506900625472468,.5340035441175383,.4079534207145247,.2727159706527583,.680441890709102,.062115237768708,1.917647658999162,.5949075589091859,.6623155120460291,.6582884856054156,1.238116222108576,.0389784227509529,.7927999999999999,.5591,.2521,.2712,.4526,.7578,2.4557,.8364,.8483000000000001,.8741,1.7084,.2551,17112350,3028,2024,39415.11210045662,401577.2904109589,475174.8964611872,152535.9628995434,777519.7914383562,30721.60616438356,1000000
3030,.038,.045151867,.5262,.44279999,1818567040,.0946,.0796919123722988,.491684894322054,.175206174609997,.3336858614065806,.3225274640934522,.5015920865565553,.1030782990782047,1.524940683082334,.6290195124116275,.6483702043456406,.6633983355485533,1.235506982156693,.9416549983339594,.2058,.0789,.1008,.1115,.1936,.081,1.698,.5667,.6556,.695,1.193,.4681,.6069621571513768,.1692452512963331,.2670189212509446,.3055079246260893,.5296079780759408,.0867575683908223,2.229879025765834,.5045719366935407,.7239316690624678,.6847479857350298,1.488235684845333,.2951053482025204,.481,.2208,.201,.2266,.4069,.0575,2.6867,1.0957,.9695,1.0629,2.5468,.4029,14210863,3030,2024,29290.46484018265,271182.9493150685,439894.5843607306,135931.0541095891,685018.3849315068,9438.476027397261,1000000
3035,.0312,.032627076,.5414,.46290001,1519741056,.0721,.0684521858147426,.1508138674614868,.0509003508725169,.072264206113309,.0807707247323292,.2004558344581037,0,2.548709869164746,.6025939235312079,.500368899020541,.7552060438720949,1.273257138093561,.013156715799339,.1689,.0495,.0534,.0741,.1497,.0019,1.8955,.6719000000000001,.5326,.7195,1.1273,.0889,.335823806341928,.0665261269695604,.1086875220437064,.1395765566125022,.4286003016910138,0,3.533963740643984,.7332315994850708,.5105691608739971,.790890667325485,1.358342697551687,.0063162215944842,.291,.1138,.0876,.1216,.2677,.001,2.4376,.7373,.6375,.8501,1.4183,.0271,16276543,3035,2024,10098.25547945205,167922.1229452055,607373.9252283105,106356.5052511416,584203.3617579909,40622.28219178083,1000000
3038,.0298,.02853298,.609,.5517,30770000,.027,.0477008286462582,.0678222192285376,.0063070405773394,.0075083230047686,.0066166408804178,.0628873358615382,,1.90510670062562,.0671913335040728,.0990577596692412,.1640310531456275,.8046380362499554,,.4099,.2055,.2161,.2285,.3214,,.9122,.1486,.3087,.2613,.5951,,.1010435379379735,.0060438770671128,.0058469070858255,.0047653539615379,.0675010504314708,,2.720464807870297,.0708462749336412,.1399690722635484,.2241536969018959,1.204127973558305,,.6597,.0793,.1174,.18,.3421,,1.0144,.129,.2934,.2373,.5825,,442155,3038,2024,2620.093721461187,18577.52089041096,11223.60262557078,2873.48002283105,13625.06358447489,,1000000
3041,.0335,.022290004,.5022,.43900001,8855000,0,0,0,.0028125234389772,.0961339213959509,.2132974105432855,.1545287363444393,,0,0,0,0,.0004394734387449,,.412,.1389,.3004,.2527,.4135,,.0515,.1818,.1343,.0126,.0159,,0,.0112500937559088,.2895245210562029,.1142506536388107,.488151846793912,,0,0,0,0,.0011175113753339,,.4264,.0161,.0586,.0825,.2297,,.03,.1643,.1251,.0108,.0134,,51144,3041,2024,7.925684931506849,1855.286415525114,948.8630136986301,455.7381278538813,2439.095776255708,,1000000
3042,.0273,.01955351,.825,.43000001,18685000,.0002,0,.1230749035400678,.006521341517121,.0272584998074636,.0701302926611826,.1108123626690342,,.3301633216284343,.1052802550840021,.2029079119816756,.2027888213356773,.2441461317701357,,.1583,.0752,.0461,.0523,.0947,,.4206,.3781,.2733,.1366,.3984,,.2461498070801356,.0501953180194309,.1263324396390558,.3585407402557692,.2996043414311598,,.6047825607943703,.2416983666550744,.3525864689314409,.369516400028396,.4051262406032335,,.2826,.1853,.0975,.1083,.2006,,.7076,.4583,.3535,.1584,.4938,,146879,3042,2024,146.0965753424657,7057.071803652968,4431.352054794521,910.1568493150685,3894.524086757991,,1000000
3043,.0398,.010783721,.5044999999999999,.43000001,11911000,.0198,0,.6988987821866406,.1179700854199835,.1103495092626749,.1712644477961117,.3530237838296238,,.4305068328529792,1.015173204277173,.5021691457210586,.3668047662212127,.633365441645883,,.4359,.3053,.2611,.3571,.4123,,1.1044,.155,.131,.179,.2959,,3.667233218332062,.6443712680700375,.5802334364060145,.8256953528841685,1.784377452691851,,.8701880956801523,.8055547576823142,.9118058153243668,.4778946964254596,1.004128635148803,,1.3422,.4777,.4312,.7472,.8665,,1.4759,.1046,.1294,.1863,.3745,,64449,3043,2024,303.1202054794521,584.2205479452055,2832.007305936073,607.0114155251141,2495.714497716895,,1000000
3044,.0336,.028300855,.5258,.4526,20411000,.0137,0,1.037983306317501,1.000926150230498,1.013444742178423,1.01615639584827,1.030764222245136,,.1538337453870285,.0020497481367047,.0052440856837396,.0070339067392205,.0277996867478905,,.1382,.0035,.0188,.0264,.0464,,1.0502,.0352,.079,.1789,.3335,,.3310858342920343,.3002679168070466,.3256224995852073,.3065129993631097,.3325894521594185,,.166563497081944,.0024989166728297,.0053251701669116,.007192269644667,.0331598303404162,,.1441,.0033,.0156,.0231,.0441,,1.1475,.0428,.0945,.2692,.416,,182892,3044,2024,901.5796803652968,6945.947488584475,5029.23595890411,1226.170890410959,6092.879337899543,,1000000
3046,.0391,.038973641,.4365,.39050001,31972000,.0566,.0538245995566894,1.023468382362503,.1550212171156422,.244233742284389,.2949006106669419,.9185570653762087,,1.753945090131048,.6782192859227431,.4825410823986403,.6235353051275005,1.286598073584121,,.4771,.0497,.1103,.1078,.3124,,1.352,.528,.6133999999999999,.5172,.9535,,3.366292381831683,.6078815076127208,.9183281027976534,1.130713865077235,3.511731386963722,,2.303971861201222,.4939801752952717,.6804376224733847,.7418959288208146,1.74526938600815,,1.4756,.2342,.2935,.3899,.8885,,1.8044,.5481,.6878,.5516,1.3448,,486380,3046,2024,570.611301369863,9620.09794520548,11552.0703196347,4250.947716894977,26164.80319634703,,1000000
3047,.0349,.033533446,.5758,.51700002,16211000,0,0,,.3501400251267896,.4153790425609794,.3594073560535894,.1992837240582635,,,1.032508965599829,1.101258231708394,1.016868042929777,1.171966468638626,,.2296,.0429,.0332,.0116,.0332,,1.0253,.1977,.0833,.0227,.0584,,,.095930942121547,.1353847830003097,.1189696106828155,.6022006888905753,,,1.433234892938027,1.945949968817143,1.591610007033305,2.253167187833057,,.2569,.155,.0331,.0373,.0241,,1.093,.3683,.158,.0404,.1096,,96113,3047,2024,,869.3808219178082,4686.171803652968,1805.337557077626,3230.847146118721,,1000000
3048,.0401,.04338222,.458,.36399999,28441000,.0232,0,.2233872956988725,.0253090110629964,.2372805508279759,.1166584585077566,.2006528960102509,,.1698645275946122,.0191242923687717,.201405259621609,.1954123023285144,.2229172001953089,,.0471,.0051,.0145,.0161,.0325,,1.0334,.4988,.9106,.8216,.8856000000000001,,.0986504018852839,.0131111419922794,.1005375831986001,.0281898488347417,.096996460165941,,.1683039340409624,.016905904679666,.219419342629485,.3000065877982712,.2016835554366847,,.0372,.0029,.0168,.0103,.0332,,.8328,.2293,.5939,.5678,.5514,,205983,3048,2024,1175.490867579909,3134.714726027397,4264.16598173516,608.2228310502284,13207.29600456621,,1000000
3049,.0355,.033670243,.5476,.458,18492000,.0051,.1095235016486714,1.031037261385424,.7207355646828196,.5956041921734343,.6435416579271529,.4509184100849779,,3.286402027859766,.5353706309785494,.6469829216894805,.4489687055476533,1.340242444494503,,.0853,.0109,.0101,.0056,.0374,,.7285,.374,.4424,.4862,.6122,,.2422408639198896,.1755783456451026,.1457595147253971,.1403001737097619,.1166587325099293,,3.023352266836611,.3247355361007496,.3764298282918687,.2226168774955288,1.594903576859019,,.0998,.0164,.019,.0054,.0631,,1.0915,.4301,.454,.4032,.7271,,210839,3049,2024,127.3583333333333,1789.287899543379,9754.140867579908,1197.34703196347,9666.459589041096,,1000000
3054,.0394,.031906951,.4885,.3845,7519000,.0181,.0127304653204565,0,.0018516245477851,.0464875993005828,.0095719155350068,.1649634485930397,,0,.0000222009671476,.0125905721505163,.0063050467059889,.1825985034764327,,.3558,.0179,.0375,.0146,.1451,,1.1754,.1007,.075,.1168,.3302,,0,.0022820770767002,.0534672842444811,.0186655055336792,.2102705901647392,,0,.0000222009671476,.0046645707546474,.0019965981235632,.2795033282880424,,.4647,.0239,.033,.0124,.0987,,2.2581,.1194,.0535,.0784,.4035,,60269,3054,2024,9.363470319634704,1429.449429223744,1118.870091324201,337.9368721461187,3762.418493150685,,1000000
3056,.0324,.024817891,.5386,.47589999,37657000,.0478,.0061492210986608,.2028400118507609,.0286978776323137,.1100764588099404,.0819328955809614,.2609117104205117,,.3770008945598679,.8944834509780163,.7750054846562264,.5603806387796098,.4875806971086297,,.299,.0337,.0865,.0618,.1061,,.8902,.6868,.7722,.769,.8944,,.5749610008331967,.0578083074547883,.3232661695630706,.2264348095386749,.7724932922972488,,.3561500151969709,.2401012785617969,.2922924367129309,.2456622042279052,.2750754323987835,,.2995,.021,.0924,.046,.1076,,.4824,.3924,.4502,.4243,.5607,,199332,3056,2024,158.7474885844749,5003.910045662101,6463.652739726027,3399.404566210046,7832.027511415525,,1000000
3057,.0349,.033360172,.5839,.50040001,55127000,.0163,.0301464766429137,.1021791662041534,.1822684326869457,.0495089547165452,.0283860960704786,.161483438400998,,.4628750295542294,1.152847950774888,.4188384066201344,.4380993363722972,1.041537321384699,,.0306,.0905,.0818,.1001,.1519,,.1759,.4226,.3987,.4072,.6186,,.0144286250513672,.2955349398413554,.0642556337274626,.0368455195781505,.213550438446355,,.2763858345020074,.8745137108260089,.3422529836790305,.3769908035585334,.7523118168775302,,.0365,.1674,.0823,.1702,.2064,,.0923,.2508,.2819,.2379,.5063,,683060,3057,2024,387.7053652968037,11062.14166666667,28597.35650684932,4867.100799086758,28960.100456621,,1000000
3059,.095,.09013807,.415,.31200001,1066000,1,1,0,0,0,0,0,,9.999999999999995,10,10,10,9.999999999999993,,1.2687,1.2413,1.2231,1.2475,1.2996,,7.0662,5.7921,5.8713,6.203,6.5029,,0,0,0,0,0,,32.42140514598817,33.36666666666667,31.65,31.33021009581219,32.36974630798367,,4.9914,4.9051,4.1476,4.0805,4.2743,,9.8142,5.9157,6.0695,7.8297,8.1867,,5070,3059,2024,73.01575342465753,46.02511415525114,5.560958904109589,102.7544520547945,315.4869863013699,,1000000
3060,.037,.029347029,.545,.4815,12497000,0,.0214265576543558,.2244855845591482,.0017834513909404,.0232855180653225,.0075147429780429,.080156972180688,,2.377018772604962,.0353312639635448,.0785986910170601,.0048468555273215,.1594879188581549,,.6177,.1312,.2272,.2308,.3327,,.8260999999999999,.3189,.4923,.4814,.5834,,.1799372960426105,.004310007528106,.0191084938677573,.0021291771771122,.1289021377953085,,3.299911358245388,.0325575852256892,.1447264756499781,.0175515643357837,.2076989857708103,,.6812,.0269,.0507,.0402,.1845,,1.7357,.2946,.7179,.6655,.9833,,62698,3060,2024,195.2775114155251,2822.755136986301,1074.36404109589,590.4831050228311,2255.118493150685,,1000000
1,.0393,.038985491,.5014999999999999,.4041,19612000,.0852,.1390776876415991,.8795419653826737,.0859091002368499,.1027819478789311,.0569072998216132,.3314046865490004,,3.276144422162119,.767851814598567,1.088770822616555,1.296064795590828,1.798478038324679,,.6898,.2025,.2269,.2207,.333,,2.1085,.4953,.6213,.6106,.9601,,1.461828758642918,.1425633087764532,.1433755929496867,.1281811500150762,.5566721480997605,,4.958271757121317,.7673627520735214,.9108315962122761,1.146403565849163,2.28374417326663,,1.0535,.3188,.1731,.1571,.3728,,3.2346,.4716,.5999,.5599,1.2045,,196509,1,2025,558.4212328767123,3727.09703196347,4405.272945205479,1758.082305936073,11072.10810502283,,1000000
1,.0393,.038985491,.5014999999999999,.4041,19612000,.0852,.1390776876415991,.8795419653826737,.0859091002368499,.1027819478789311,.0569072998216132,.3314046865490004,,3.276144422162119,.767851814598567,1.088770822616555,1.296064795590828,1.798478038324679,,.471,.1436,.1588,.1556,.245,,1.6198,.426,.5359,.5284,.8333,,1.461828758642918,.1425633087764532,.1433755929496867,.1281811500150762,.5566721480997605,,4.958271757121317,.7673627520735214,.9108315962122761,1.146403565849163,2.28374417326663,,.6919,.2196,.1393,.1305,.2897,,2.2403,.41,.4934,.4616,.9537,,196509,1,2026,558.4212328767123,3727.09703196347,4405.272945205479,1758.082305936073,11072.10810502283,,1000000
1,.0393,.038985491,.5014999999999999,.4041,19612000,.0852,.1390776876415991,.8795419653826737,.0859091002368499,.1027819478789311,.0569072998216132,.3314046865490004,,3.276144422162119,.767851814598567,1.088770822616555,1.296064795590828,1.798478038324679,,.2522,.0847,.0907,.0906,.1569,,1.131,.3567,.4504,.4461,.7065,,1.461828758642918,.1425633087764532,.1433755929496867,.1281811500150762,.5566721480997605,,4.958271757121317,.7673627520735214,.9108315962122761,1.146403565849163,2.28374417326663,,.3302,.1205,.1055,.1039,.2066,,1.2461,.3483,.387,.3633,.7029,,196509,1,2027,558.4212328767123,3727.09703196347,4405.272945205479,1758.082305936073,11072.10810502283,,1000000
4,.03,.026225694,.8561,.59210002,21705000,.0062,0,0,.0016240628039531,0,0,.0021531323667276,,.1534589338809094,.3098800636884979,.257725813126109,.2598399759204088,.1736505520210436,,.0887,.0392,.0457,.0596,.1416,,.5041,.2295,.3311,.4108,.4815,,0,.0003924818442887,0,0,.0005203403219592,,.3529555479260915,.1202547285125791,.1197824141354477,.1003485379587189,.1390272586410148,,.0506,.0251,.0257,.03,.0939,,.5434,.0843,.2365,.4006,.5798,,120340,4,2025,191.8514840182648,6347.461301369863,2345.621347031964,781.2751141552511,3612.131506849315,,1000000
4,.03,.026225694,.8561,.59210002,21705000,.0062,0,0,.0016240628039531,0,0,.0021531323667276,,.1534589338809094,.3098800636884979,.257725813126109,.2598399759204088,.1736505520210436,,.0887,.0392,.0457,.0596,.1416,,.5041,.2295,.3311,.4108,.4815,,0,.0003924818442887,0,0,.0005203403219592,,.3529555479260915,.1202547285125791,.1197824141354477,.1003485379587189,.1390272586410148,,.0506,.0251,.0257,.03,.0939,,.5434,.0843,.2365,.4006,.5798,,120340,4,2026,191.8514840182648,6347.461301369863,2345.621347031964,781.2751141552511,3612.131506849315,,1000000
4,.03,.026225694,.8561,.59210002,21705000,.0062,0,0,.0016240628039531,0,0,.0021531323667276,,.1534589338809094,.3098800636884979,.257725813126109,.2598399759204088,.1736505520210436,,.0887,.0392,.0457,.0596,.1416,,.5041,.2295,.3311,.4108,.4815,,0,.0003924818442887,0,0,.0005203403219592,,.3529555479260915,.1202547285125791,.1197824141354477,.1003485379587189,.1390272586410148,,.0506,.0251,.0257,.03,.0939,,.5434,.0843,.2365,.4006,.5798,,120340,4,2027,191.8514840182648,6347.461301369863,2345.621347031964,781.2751141552511,3612.131506849315,,1000000
5,.0348,.029664073,.5064,.45930001,12321000,.0001,0,0,.0027086782261111,.0034403460591392,.0002082999519308,.0293335351125247,,.7840887066336159,.046338590927037,.0476469012512333,.163612546949497,.1147588548619798,,0,.0039,.0283,.0437,.0602,,.595,.2779,.1267,.2077,.2342,,0,.0014153407847844,.0044490213704143,.0001440741334188,.0581813148403829,,.7710205615230555,.0860460221493941,.0818556030352444,.2445787109290394,.1710515873214091,,0,.0075,.0465,.0617,.1104,,.3011,.0738,.0751,.1617,.1947,,142799,5,2025,11.19075342465753,3973.024086757991,3943.63401826484,1809.60502283105,6627.495662100457,,1000000
5,.0348,.029664073,.5064,.45930001,12321000,.0001,0,0,.0027086782261111,.0034403460591392,.0002082999519308,.0293335351125247,,.7840887066336159,.046338590927037,.0476469012512333,.163612546949497,.1147588548619798,,0,.0039,.0283,.0437,.0602,,.595,.2779,.1267,.2077,.2342,,0,.0014153407847844,.0044490213704143,.0001440741334188,.0581813148403829,,.7710205615230555,.0860460221493941,.0818556030352444,.2445787109290394,.1710515873214091,,0,.0075,.0465,.0617,.1104,,.3011,.0738,.0751,.1617,.1947,,142799,5,2026,11.19075342465753,3973.024086757991,3943.63401826484,1809.60502283105,6627.495662100457,,1000000
5,.0348,.029664073,.5064,.45930001,12321000,.0001,0,0,.0027086782261111,.0034403460591392,.0002082999519308,.0293335351125247,,.7840887066336159,.046338590927037,.0476469012512333,.163612546949497,.1147588548619798,,0,.0039,.0283,.0437,.0602,,.595,.2779,.1267,.2077,.2342,,0,.0014153407847844,.0044490213704143,.0001440741334188,.0581813148403829,,.7710205615230555,.0860460221493941,.0818556030352444,.2445787109290394,.1710515873214091,,0,.0075,.0465,.0617,.1104,,.3011,.0738,.0751,.1617,.1947,,142799,5,2027,11.19075342465753,3973.024086757991,3943.63401826484,1809.60502283105,6627.495662100457,,1000000
7,.0418,.028790787,.4885,.38690001,5047000,.0001,0,0,.1386869311102933,.034334193104989,.0113722638278558,.0804815646806608,,2,.0869320343109809,.6033312346082207,.3269625136679664,.9877501701315174,,.3698,.0725,.0452,.0268,.1628,,.2626,.0041,.033,.0475,.1455,,0,.0336256052958247,.0220633348107399,.0073810113263601,.0548808942359218,,1.391270480795058,.0495964828949273,.392098697152812,.5702210686114721,.7137258294078263,,.7121,.0837,.0618,.0564,.2188,,.2349,.0026,.0262,.004,.0958,,28655,7,2025,1.558333333333333,518.8775114155251,857.409703196347,221.3287671232877,1583.015182648402,,1000000
7,.0418,.028790787,.4885,.38690001,5047000,.0001,0,0,.1386869311102933,.034334193104989,.0113722638278558,.0804815646806608,,2,.0869320343109809,.6033312346082207,.3269625136679664,.9877501701315174,,.3092,.0725,.0452,.0268,.1566,,.2626,.0041,.033,.0475,.1455,,0,.0336256052958247,.0220633348107399,.0073810113263601,.0548808942359218,,1.391270480795058,.0495964828949273,.392098697152812,.5702210686114721,.7137258294078263,,.5155,.0837,.0618,.0564,.2074,,.2349,.0026,.0262,.004,.0958,,28655,7,2026,1.558333333333333,518.8775114155251,857.409703196347,221.3287671232877,1583.015182648402,,1000000
7,.0418,.028790787,.4885,.38690001,5047000,.0001,0,0,.1386869311102933,.034334193104989,.0113722638278558,.0804815646806608,,2,.0869320343109809,.6033312346082207,.3269625136679664,.9877501701315174,,.2487,.0725,.0452,.0268,.1504,,.2626,.0041,.033,.0475,.1455,,0,.0336256052958247,.0220633348107399,.0073810113263601,.0548808942359218,,1.391270480795058,.0495964828949273,.392098697152812,.5702210686114721,.7137258294078263,,.3189,.0837,.0618,.0564,.1959,,.2349,.0026,.0262,.004,.0958,,28655,7,2027,1.558333333333333,518.8775114155251,857.409703196347,221.3287671232877,1583.015182648402,,1000000
8,.0318,.033969928,.322,.23549999,19859000,.1964,.2282814765250362,.1939366333677001,.4489801443077763,.035031818467728,.0149277147210249,.0979554927205166,,3.611720379402206,2.738774589097344,2.400132074116092,2.490092998132456,2.725563368175703,,.1201,.0408,.043,.0512,.1214,.3333,2.2493,.9271,1.0197,1.089,1.5375,.3333,.4506799890882962,3.333303804379405,.0485673294752787,.0451046119310107,.2046627147090283,,1.395281129147133,1.198583011154958,.635449874403647,.6703296680316125,.8926448588888339,,.3451,.0491,.0733,.1041,.212,2.2111,.9787,.5747,.8552,.9167999999999999,1.2643,.1611,261967,8,2025,241.5961187214612,1931.326826484018,4235.894748858447,1301.003196347032,9594.998059360731,,1000000
8,.0318,.033969928,.322,.23549999,19859000,.1964,.2282814765250362,.1939366333677001,.4489801443077763,.035031818467728,.0149277147210249,.0979554927205166,,3.611720379402206,2.738774589097344,2.400132074116092,2.490092998132456,2.725563368175703,,.1201,.0408,.043,.0512,.1214,.3333,1.9129,.8421999999999999,.9447,.9867,1.3626,.3333,.4506799890882962,3.333303804379405,.0485673294752787,.0451046119310107,.2046627147090283,,1.395281129147133,1.198583011154958,.635449874403647,.6703296680316125,.8926448588888339,,.3451,.0491,.0733,.1041,.212,2.2111,.9787,.5747,.8552,.9076,1.2643,.1611,261967,8,2026,241.5961187214612,1931.326826484018,4235.894748858447,1301.003196347032,9594.998059360731,,1000000
8,.0318,.033969928,.322,.23549999,19859000,.1964,.2282814765250362,.1939366333677001,.4489801443077763,.035031818467728,.0149277147210249,.0979554927205166,,3.611720379402206,2.738774589097344,2.400132074116092,2.490092998132456,2.725563368175703,,.1201,.0408,.043,.0512,.1214,.3333,1.5765,.7573,.8697,.8844,1.1877,.3333,.4506799890882962,3.333303804379405,.0485673294752787,.0451046119310107,.2046627147090283,,1.395281129147133,1.198583011154958,.635449874403647,.6703296680316125,.8926448588888339,,.3451,.0491,.0733,.1041,.212,2.2111,.9787,.5747,.8552,.8984,1.2643,.1611,261967,8,2027,241.5961187214612,1931.326826484018,4235.894748858447,1301.003196347032,9594.998059360731,,1000000
11,.0578,.046554986,.4593,.38240001,13471000,.0274,.1438519697572622,.4004261339552652,.1998693608083599,.1389202882424975,.3010803722106408,.3649883921983406,,1.299969669510699,1.342005857062113,.5168950568178816,.6711883676337668,1.005272604294548,,.2745,.179,.1389,.0762,.2082,,.5647,.8046,.625,.6004,.6048,,.7003163162333427,.6365905543159192,.1510574449013309,.276708917415982,.5636702963366336,,.982209836749124,1.194726578219646,.5724450581096999,.976769113413481,1.136967635095971,,.4073,.2368,.2051,.0837,.4043,,.6589,.6756,.5991,.5556,.6524,,72409,11,2025,302.9788812785388,1167.774200913242,799.7293378995433,546.2243150684932,5065.578310502283,,1000000
11,.0578,.046554986,.4593,.38240001,13471000,.0274,.1438519697572622,.4004261339552652,.1998693608083599,.1389202882424975,.3010803722106408,.3649883921983406,,1.299969669510699,1.342005857062113,.5168950568178816,.6711883676337668,1.005272604294548,,.2745,.179,.1389,.0762,.2082,,.5647,.8046,.625,.6004,.6048,,.7003163162333427,.6365905543159192,.1510574449013309,.276708917415982,.5636702963366336,,.982209836749124,1.194726578219646,.5724450581096999,.976769113413481,1.136967635095971,,.4073,.2368,.2051,.0837,.4043,,.6589,.6756,.5991,.5556,.6524,,72409,11,2026,302.9788812785388,1167.774200913242,799.7293378995433,546.2243150684932,5065.578310502283,,1000000
11,.0578,.046554986,.4593,.38240001,13471000,.0274,.1438519697572622,.4004261339552652,.1998693608083599,.1389202882424975,.3010803722106408,.3649883921983406,,1.299969669510699,1.342005857062113,.5168950568178816,.6711883676337668,1.005272604294548,,.2745,.179,.1389,.0762,.2082,,.5647,.8046,.625,.6004,.6048,,.7003163162333427,.6365905543159192,.1510574449013309,.276708917415982,.5636702963366336,,.982209836749124,1.194726578219646,.5724450581096999,.976769113413481,1.136967635095971,,.4073,.2368,.2051,.0837,.4043,,.6589,.6756,.5991,.5556,.6524,,72409,11,2027,302.9788812785388,1167.774200913242,799.7293378995433,546.2243150684932,5065.578310502283,,1000000
12,.0488,.04052439,.4675,.39019999,25279000,.122,.1479487925516439,.1076179378535773,.029710886017703,.0832225511825387,.124215072591029,.119625543853378,,1.790979476405552,.7193373415104695,1.400076189078211,1.263026542463263,1.671745575309633,,.2766,.1928,.1643,.1243,.1938,,1.3256,.3825,.8802,.8625,1.1006,,.2742690286143403,.0343804979976709,.1128762879501998,.3209365212774067,.2562183894199252,,1.095862387961988,.4105030912403191,.8028617449791691,.5892150993091773,.9137739761517749,,.3963,.472,.2725,.2194,.3554,,2.0558,.4001,.9139,.8952,1.3809,,214192,12,2025,514.6154109589041,2097.804337899543,2793.458789954338,1046.780479452055,16984.96164383562,,1000000
12,.0488,.04052439,.4675,.39019999,25279000,.122,.1479487925516439,.1076179378535773,.029710886017703,.0832225511825387,.124215072591029,.119625543853378,,1.790979476405552,.7193373415104695,1.400076189078211,1.263026542463263,1.671745575309633,,.2766,.1845,.1584,.1243,.1938,,1.3256,.3825,.8134,.8091,1.0737,,.2742690286143403,.0343804979976709,.1128762879501998,.3209365212774067,.2562183894199252,,1.095862387961988,.4105030912403191,.8028617449791691,.5892150993091773,.9137739761517749,,.3963,.4028,.2569,.2104,.3554,,1.8787,.4001,.8159,.8182,1.276,,214192,12,2026,514.6154109589041,2097.804337899543,2793.458789954338,1046.780479452055,16984.96164383562,,1000000
