reid,nf_norm,nf_obs,ug_norm,ug_obs,k_upstream,cemi4_norm,cemi4_obs,aif_a_1_obs,aif_a_2_obs,aif_a_3_obs,aif_a_4_obs,aif_a_5_obs,aif_a_6_obs,aif_o_1_obs,aif_o_2_obs,aif_o_3_obs,aif_o_4_obs,aif_o_5_obs,aif_o_6_obs,aif_a_1_norm,aif_a_2_norm,aif_a_3_norm,aif_a_4_norm,aif_a_5_norm,aif_a_6_norm,aif_o_1_norm,aif_o_2_norm,aif_o_3_norm,aif_o_4_norm,aif_o_5_norm,aif_o_6_norm,ait_a_1_obs,ait_a_2_obs,ait_a_3_obs,ait_a_4_obs,ait_a_5_obs,ait_a_6_obs,ait_o_1_obs,ait_o_2_obs,ait_o_3_obs,ait_o_4_obs,ait_o_5_obs,ait_o_6_obs,ait_a_1_norm,ait_a_2_norm,ait_a_3_norm,ait_a_4_norm,ait_a_5_norm,ait_a_6_norm,ait_o_1_norm,ait_o_2_norm,ait_o_3_norm,ait_o_4_norm,ait_o_5_norm,ait_o_6_norm,e_in,reid_original,year,ame_1,ame_2,ame_3,ame_4,ame_5,ame_6,capcost
257,.0182,.014823766,.5936,.69239998,15750000,0,0,.1702664796633941,.0061738219541194,.0320049481651379,.0415803734879328,.1998648960671075,,.1702664796633941,.043972558856573,.6940322001458197,.4975395102894071,.236588638233293,,0,.0011,.0104,.01,.0672,,.8983,.0648,.323,.3102,.4996,,.0113510986442263,.0893281309121134,.0718004554315877,.0533323866341162,.2353062149865228,,.0227021972884526,.0094745170203138,.1834885013236287,.1967109053317911,.1072374965578031,,0,.002,.0324,.0446,.1455,,1.2677,.0781,.2339,.2071,.4875,,494004,257,2026,1.220890410958904,37997.82089041096,6940.629109589041,3176.943949771689,5644.563584474886,,1000000
257,.0182,.014823766,.5936,.69239998,15750000,0,0,.1702664796633941,.0061738219541194,.0320049481651379,.0415803734879328,.1998648960671075,,.1702664796633941,.043972558856573,.6940322001458197,.4975395102894071,.236588638233293,,0,.0011,.0104,.01,.0672,,.8983,.0648,.323,.3102,.4996,,.0113510986442263,.0893281309121134,.0718004554315877,.0533323866341162,.2353062149865228,,.0227021972884526,.0094745170203138,.1834885013236287,.1967109053317911,.1072374965578031,,0,.002,.0324,.0446,.1455,,1.2016,.0781,.2339,.2071,.4875,,494004,257,2027,1.220890410958904,37997.82089041096,6940.629109589041,3176.943949771689,5644.563584474886,,1000000
267,.0277,.02681862,.5485,.52819997,152614000,.0521,.0869015889996588,.7723601790317141,.0819099303206703,.1220760700643178,.1651125658815847,.3012234501305543,,2.186007948809082,.4896420383921136,.6547574649344959,.5972024307572297,1.368712849489816,,.3577,.08,.1053,.1,.2315,,1.6433,.3304,.4332,.5001,.8953,,.579563835358003,.1851256467086705,.1390193172722995,.1140538826202103,.2760442437976803,,2.062846826037697,.3859221228952899,.5117698666987318,.501804311071037,1.246510264142795,,.421,.0734,.0719,.0765,.229,,1.6478,.2518,.3516,.3997,.8375,,1956290,267,2025,2037.265639269406,65902.65045662101,74667.21940639269,12459.07111872146,52823.38789954338,,1000000
267,.0277,.02681862,.5485,.52819997,152614000,.0521,.0869015889996588,.7723601790317141,.0819099303206703,.1220760700643178,.1651125658815847,.3012234501305543,,2.186007948809082,.4896420383921136,.6547574649344959,.5972024307572297,1.368712849489816,,.2982,.0729,.0917,.0861,.1814,,1.3553,.3149,.4119,.4418,.7663,,.579563835358003,.1851256467086705,.1390193172722995,.1140538826202103,.2760442437976803,,2.062846826037697,.3859221228952899,.5117698666987318,.501804311071037,1.246510264142795,,.3536,.0734,.0713,.0764,.1961,,1.4009,.2518,.3358,.3433,.7224,,1956290,267,2026,2037.265639269406,65902.65045662101,74667.21940639269,12459.07111872146,52823.38789954338,,1000000
267,.0277,.02681862,.5485,.52819997,152614000,.0521,.0869015889996588,.7723601790317141,.0819099303206703,.1220760700643178,.1651125658815847,.3012234501305543,,2.186007948809082,.4896420383921136,.6547574649344959,.5972024307572297,1.368712849489816,,.2386,.0657,.0782,.0723,.1312,,1.0674,.2994,.3905,.3835,.6374,,.579563835358003,.1851256467086705,.1390193172722995,.1140538826202103,.2760442437976803,,2.062846826037697,.3859221228952899,.5117698666987318,.501804311071037,1.246510264142795,,.2861,.0734,.0707,.0763,.1632,,1.1539,.2518,.32,.2869,.6073,,1956290,267,2027,2037.265639269406,65902.65045662101,74667.21940639269,12459.07111872146,52823.38789954338,,1000000
332,.0369,.040532492,.3453,.30199999,8737000,.0348,.0866394399066511,.1139854281388134,.0219523315150225,.2960497390723037,.2391391560065117,.3275429568098028,,2.071249287681927,.3694180376521458,.6894740453620828,.6415477106480997,.8869946501713685,,.3622,.0635,.1198,.13,.241,,1.7477,.5371,.5481,.6445,.9238,,.1818359212920038,.027942470916026,.2512885567505286,.2455817777249968,.4126657473243268,,2.755047309082963,.3265067816793515,.7466736276679439,.734835002076321,1.12066470027895,,.728,.0825,.1551,.2283,.3447,,1.8141,.3123,.3144,.3063,.7058,,151138,332,2025,620.4019406392694,4213.207420091324,2234.234817351598,1037.189611872146,4966.57397260274,,1000000
332,.0369,.040532492,.3453,.30199999,8737000,.0348,.0866394399066511,.1139854281388134,.0219523315150225,.2960497390723037,.2391391560065117,.3275429568098028,,2.071249287681927,.3694180376521458,.6894740453620828,.6415477106480997,.8869946501713685,,.324,.0635,.1198,.13,.2297,,1.5185,.5181,.5481,.6232,.901,,.1818359212920038,.027942470916026,.2512885567505286,.2455817777249968,.4126657473243268,,2.755047309082963,.3265067816793515,.7466736276679439,.734835002076321,1.12066470027895,,.584,.0825,.1551,.1939,.3211,,1.6447,.3123,.3144,.3063,.7058,,151138,332,2026,620.4019406392694,4213.207420091324,2234.234817351598,1037.189611872146,4966.57397260274,,1000000
332,.0369,.040532492,.3453,.30199999,8737000,.0348,.0866394399066511,.1139854281388134,.0219523315150225,.2960497390723037,.2391391560065117,.3275429568098028,,2.071249287681927,.3694180376521458,.6894740453620828,.6415477106480997,.8869946501713685,,.2858,.0635,.1198,.13,.2185,,1.2894,.4991,.5481,.6019,.8782,,.1818359212920038,.027942470916026,.2512885567505286,.2455817777249968,.4126657473243268,,2.755047309082963,.3265067816793515,.7466736276679439,.734835002076321,1.12066470027895,,.4399,.0825,.1551,.1596,.2975,,1.4754,.3123,.3144,.3063,.7058,,151138,332,2027,620.4019406392694,4213.207420091324,2234.234817351598,1037.189611872146,4966.57397260274,,1000000
364,.0346,.026270241,.579,.47130001,26322000,0,0,.1957095626325711,.0085230011787975,.0411078599394959,.0193276273037503,.1692151459515861,,.0952908081024885,.0003913581012864,.0026965489554422,.0010104359851362,.0278013468627139,,.0133,.0036,.0483,.0444,.0817,,.035,.1635,.1602,.179,.1382,,.3978642916144553,.0176201430467746,.0865278678526646,.0393668258662535,.4050341215468085,,.2199409140007294,.0007827162025728,.0054641502980047,.0020208719702724,.0598690099052216,,.0009,.0002,.0033,.003,.0061,,.098,.0409,.044,.0554,.0655,,129995,364,2025,239.8665525114155,3746.174885844749,3449.445319634703,1173.823059360731,5837.411415525115,,1000000
364,.0346,.026270241,.579,.47130001,26322000,0,0,.1957095626325711,.0085230011787975,.0411078599394959,.0193276273037503,.1692151459515861,,.0952908081024885,.0003913581012864,.0026965489554422,.0010104359851362,.0278013468627139,,.0133,.0036,.0483,.0444,.0817,,.035,.1635,.1602,.179,.1382,,.3978642916144553,.0176201430467746,.0865278678526646,.0393668258662535,.4050341215468085,,.2199409140007294,.0007827162025728,.0054641502980047,.0020208719702724,.0598690099052216,,.0009,.0002,.0033,.003,.0061,,.098,.0409,.044,.0554,.0655,,129995,364,2026,239.8665525114155,3746.174885844749,3449.445319634703,1173.823059360731,5837.411415525115,,1000000
364,.0346,.026270241,.579,.47130001,26322000,0,0,.1957095626325711,.0085230011787975,.0411078599394959,.0193276273037503,.1692151459515861,,.0952908081024885,.0003913581012864,.0026965489554422,.0010104359851362,.0278013468627139,,.0133,.0036,.0483,.0444,.0817,,.035,.1635,.1602,.179,.1382,,.3978642916144553,.0176201430467746,.0865278678526646,.0393668258662535,.4050341215468085,,.2199409140007294,.0007827162025728,.0054641502980047,.0020208719702724,.0598690099052216,,.0009,.0002,.0033,.003,.0061,,.098,.0409,.044,.0554,.0655,,129995,364,2027,239.8665525114155,3746.174885844749,3449.445319634703,1173.823059360731,5837.411415525115,,1000000
570,.0226,.023884043,.43,.4413,49330000,.1506,.0615208394915755,.1604588987355884,.0135237013463265,.1141997566187432,.1082274386400038,.3306236341173967,0,1.771278792480983,.2317146899615142,.895655789218384,.9854201673782971,1.326041085290822,0,.3596,.0231,.1497,.1726,.3127,,1.6907,.367,.7784,.7579,1.2722,,.0975276966178819,.0091022060913067,.073712422215252,.0663552200813616,.3177315899060428,0,.6152558166929254,.2060953362100065,.5419574664743768,.333498212933062,.6767941733462649,0,.4328,.0237,.1633,.1714,.3294,,1.5807,.1564,.4739,.5012,1.0197,,937446,570,2025,325.6157534246576,61686.4149543379,7986.417351598174,3599.439383561644,20941.31792237443,8611.730479452055,1000000
570,.0226,.023884043,.43,.4413,49330000,.1506,.0615208394915755,.1604588987355884,.0135237013463265,.1141997566187432,.1082274386400038,.3306236341173967,0,1.771278792480983,.2317146899615142,.895655789218384,.9854201673782971,1.326041085290822,0,.3157,.0231,.1293,.1447,.253,,1.4572,.367,.658,.6476,1.0396,,.0975276966178819,.0091022060913067,.073712422215252,.0663552200813616,.3177315899060428,0,.6152558166929254,.2060953362100065,.5419574664743768,.333498212933062,.6767941733462649,0,.4136,.0237,.1572,.1549,.2959,,1.4805,.1564,.4739,.4879,.9306,,937446,570,2026,325.6157534246576,61686.4149543379,7986.417351598174,3599.439383561644,20941.31792237443,8611.730479452055,1000000
570,.0226,.023884043,.43,.4413,49330000,.1506,.0615208394915755,.1604588987355884,.0135237013463265,.1141997566187432,.1082274386400038,.3306236341173967,0,1.771278792480983,.2317146899615142,.895655789218384,.9854201673782971,1.326041085290822,0,.2719,.0231,.1089,.1169,.1933,,1.2237,.367,.5376,.5373,.8070000000000001,,.0975276966178819,.0091022060913067,.073712422215252,.0663552200813616,.3177315899060428,0,.6152558166929254,.2060953362100065,.5419574664743768,.333498212933062,.6767941733462649,0,.3944,.0237,.1511,.1384,.2624,,1.3802,.1564,.4739,.4746,.8415,,937446,570,2027,325.6157534246576,61686.4149543379,7986.417351598174,3599.439383561644,20941.31792237443,8611.730479452055,1000000
576,.0447,.046179049,.2607,.30070001,34619000,.5288,.2464738819193423,1.072671544271476,.8793168527413843,.6002271706502356,.41539864978548,.6369042295625224,,3.253858341428622,1.269111997253926,1.672403863092844,1.580324852411756,2.485777334443101,,.6868,.7461,.6252,.5966,.8066,,3.198,1.2187,2.1876,2.1079,2.9508,,.5286632032865735,.2574514975294863,.3650503379426644,.4373590312209734,.5398216036424534,,2.143328151110401,1.209085677200919,1.1878060023175,.7524537900496001,1.679927655007353,,.4552,.5196,.4552,.367,.6318,,2.8165,.8794,1.8575,1.7203,2.6538,,772818,576,2025,368.7527397260274,9766.702283105024,8026.774086757991,4212.014611872146,29522.45970319635,,1000000
576,.0447,.046179049,.2607,.30070001,34619000,.5288,.2464738819193423,1.072671544271476,.8793168527413843,.6002271706502356,.41539864978548,.6369042295625224,,3.253858341428622,1.269111997253926,1.672403863092844,1.580324852411756,2.485777334443101,,.5482,.5214,.4321,.4465,.6155,,2.5416,1.1269,1.6739,1.648,2.2346,,.5286632032865735,.2574514975294863,.3650503379426644,.4373590312209734,.5398216036424534,,2.143328151110401,1.209085677200919,1.1878060023175,.7524537900496001,1.679927655007353,,.4552,.5196,.4113,.323,.571,,2.5772,.8794,1.519,1.4948,2.2342,,772818,576,2026,368.7527397260274,9766.702283105024,8026.774086757991,4212.014611872146,29522.45970319635,,1000000
576,.0447,.046179049,.2607,.30070001,34619000,.5288,.2464738819193423,1.072671544271476,.8793168527413843,.6002271706502356,.41539864978548,.6369042295625224,,3.253858341428622,1.269111997253926,1.672403863092844,1.580324852411756,2.485777334443101,,.4096,.2968,.2389,.2964,.4243,,1.8852,1.035,1.1602,1.1882,1.5185,,.5286632032865735,.2574514975294863,.3650503379426644,.4373590312209734,.5398216036424534,,2.143328151110401,1.209085677200919,1.1878060023175,.7524537900496001,1.679927655007353,,.4552,.5196,.3673,.2789,.5102,,2.3379,.8794,1.1804,1.2692,1.8145,,772818,576,2027,368.7527397260274,9766.702283105024,8026.774086757991,4212.014611872146,29522.45970319635,,1000000
584,.0276,.02747505,.545,.47999999,-7779000,.0487,.0548608188540853,.3977741261031197,.0544468561294498,.1284725944947866,.0871491575324435,.21469295429189,,1.530539942898569,.1459502302145551,.3353454998694035,.4334199437426155,1.410098987612952,,.2693,.0197,.0396,.0334,.1489,,1.6812,.4059,.4413,.451,.9318,,.5855687781688856,1.589675760651875,.1375306458717956,.0541873770018509,.3083321409284846,,4.380331960822041,.0550700000093798,.6040375445262508,.573139885288434,3.885064348255237,,.2718,.0161,.0378,.0415,.1222,,2.2754,1.0156,.364,.4187,1.2197,,1631735,584,2025,1190.143607305936,74118.19783105023,49214.27694063927,14068.49292237443,44168.28413242009,,1000000
584,.0276,.02747505,.545,.47999999,-7779000,.0487,.0548608188540853,.3977741261031197,.0544468561294498,.1284725944947866,.0871491575324435,.21469295429189,,1.530539942898569,.1459502302145551,.3353454998694035,.4334199437426155,1.410098987612952,,.258,.0197,.0396,.0334,.1477,,1.3931,.3696,.4337,.4357,.8051,,.5855687781688856,1.589675760651875,.1375306458717956,.0541873770018509,.3083321409284846,,4.380331960822041,.0550700000093798,.6040375445262508,.573139885288434,3.885064348255237,,.2718,.0161,.0378,.0415,.1222,,1.7419,.6697,.3618,.3754,.9418,,1631735,584,2026,1190.143607305936,74118.19783105023,49214.27694063927,14068.49292237443,44168.28413242009,,1000000
584,.0276,.02747505,.545,.47999999,-7779000,.0487,.0548608188540853,.3977741261031197,.0544468561294498,.1284725944947866,.0871491575324435,.21469295429189,,1.530539942898569,.1459502302145551,.3353454998694035,.4334199437426155,1.410098987612952,,.2466,.0197,.0396,.0334,.1465,,1.105,.3333,.426,.4205,.6783,,.5855687781688856,1.589675760651875,.1375306458717956,.0541873770018509,.3083321409284846,,4.380331960822041,.0550700000093798,.6040375445262508,.573139885288434,3.885064348255237,,.2718,.0161,.0378,.0415,.1222,,1.2085,.3238,.3596,.3321,.6639,,1631735,584,2027,1190.143607305936,74118.19783105023,49214.27694063927,14068.49292237443,44168.28413242009,,1000000
585,.0284,.019372988,.4831,.3881,28768000,.0049,.0080955540809555,.0369603122793435,.0001904063538207,.0234999797262441,5.96226883947e-06,.0312728496243441,,.1871107175157168,.0013173371085054,.0260949816731067,.0229531963819414,.126403305773319,,.0662,.0012,.019,.0082,.0744,,.4977,.0347,.1899,.2649,.4988,,.0410132932500904,.000389788717545,.0083001817007075,1.98742294649e-06,.0415174637635235,,.2813034398741722,.00095281141021,.0250362292340316,.03921521412014,.1884158235244332,,.1248,.0035,.0437,.0203,.1381,,.631,.0392,.1824,.2369,.6429,,303567,585,2025,1165.155136986301,22709.78184931507,2942.03595890411,593.5345890410958,6329.538127853882,,1000000
585,.0284,.019372988,.4831,.3881,28768000,.0049,.0080955540809555,.0369603122793435,.0001904063538207,.0234999797262441,5.96226883947e-06,.0312728496243441,,.1871107175157168,.0013173371085054,.0260949816731067,.0229531963819414,.126403305773319,,.0662,.0012,.019,.0082,.0744,,.4977,.0347,.1899,.2649,.4988,,.0410132932500904,.000389788717545,.0083001817007075,1.98742294649e-06,.0415174637635235,,.2813034398741722,.00095281141021,.0250362292340316,.03921521412014,.1884158235244332,,.1248,.0035,.0437,.0203,.1381,,.631,.0392,.1824,.2369,.6429,,303567,585,2026,1165.155136986301,22709.78184931507,2942.03595890411,593.5345890410958,6329.538127853882,,1000000
585,.0284,.019372988,.4831,.3881,28768000,.0049,.0080955540809555,.0369603122793435,.0001904063538207,.0234999797262441,5.96226883947e-06,.0312728496243441,,.1871107175157168,.0013173371085054,.0260949816731067,.0229531963819414,.126403305773319,,.0662,.0012,.019,.0082,.0744,,.4977,.0347,.1899,.2649,.4988,,.0410132932500904,.000389788717545,.0083001817007075,1.98742294649e-06,.0415174637635235,,.2813034398741722,.00095281141021,.0250362292340316,.03921521412014,.1884158235244332,,.1248,.0035,.0437,.0203,.1381,,.631,.0392,.1824,.2369,.6429,,303567,585,2027,1165.155136986301,22709.78184931507,2942.03595890411,593.5345890410958,6329.538127853882,,1000000
590,.0515,.029694499,.9185,.92000002,825000,.0537,.037593984962406,,0,0,0,0,,,1.663318342809343,1.119021447540176,2.804090770710469,1.777639775823947,,.3373,.2129,.1936,.1544,.2485,,1.535,1.4184,1.1288,.8676,1.2318,,,0,0,0,0,,,.7445828192481161,.5140916719495996,4.445472435582545,.7355780040104879,,.6101,1.2973,.1579,.032,.0702,,1.8308,2.4287,1.3306,1.4328,1.4706,,19869,590,2025,,198.8318493150685,667.8768264840182,127.1154109589041,555.0513698630137,,1000000
590,.0515,.029694499,.9185,.92000002,825000,.0537,.037593984962406,,0,0,0,0,,,1.663318342809343,1.119021447540176,2.804090770710469,1.777639775823947,,.3373,.2071,.1818,.1544,.2485,,1.535,1.0692,.9797,.8556,1.1874,,,0,0,0,0,,,.7445828192481161,.5140916719495996,4.445472435582545,.7355780040104879,,.6101,.8457,.1579,.032,.0702,,1.8308,1.5792,1.0712,1.1407,1.3867,,19869,590,2026,,198.8318493150685,667.8768264840182,127.1154109589041,555.0513698630137,,1000000
590,.0515,.029694499,.9185,.92000002,825000,.0537,.037593984962406,,0,0,0,0,,,1.663318342809343,1.119021447540176,2.804090770710469,1.777639775823947,,.3373,.2013,.1701,.1544,.2485,,1.535,.72,.8306,.8435,1.143,,,0,0,0,0,,,.7445828192481161,.5140916719495996,4.445472435582545,.7355780040104879,,.6101,.3941,.1579,.032,.0702,,1.8308,.7297,.8119,.8485,1.3029,,19869,590,2027,,198.8318493150685,667.8768264840182,127.1154109589041,555.0513698630137,,1000000
594,.0344,.028712193,.775,.46900001,21301000,.0012,0,.0044648281372779,0,.0009852185233268,.0014700537452306,.0092012635138222,,.4999431395426366,.1809620620441508,.3071729632106953,.9671102078297058,.704198003716345,,.1746,.0413,.048,.047,.0808,,.4795,.2308,.2877,.1918,.2578,,.0037206901143983,0,.0016194375962229,.0014271808420956,.0253646472583033,,.6319559189672749,.3752979903595047,.3614600124973704,1.112733693917568,.8458591468690255,,.1918,.1037,.0953,.0795,.1116,,.6543,.283,.3791,.2682,.3615,,209876,594,2025,645.4558219178082,6018.640867579908,5995.355365296804,1947.013584474886,8491.612214611872,,1000000
594,.0344,.028712193,.775,.46900001,21301000,.0012,0,.0044648281372779,0,.0009852185233268,.0014700537452306,.0092012635138222,,.4999431395426366,.1809620620441508,.3071729632106953,.9671102078297058,.704198003716345,,.1746,.0413,.048,.047,.0808,,.4795,.2308,.2877,.1918,.2578,,.0037206901143983,0,.0016194375962229,.0014271808420956,.0253646472583033,,.6319559189672749,.3752979903595047,.3614600124973704,1.112733693917568,.8458591468690255,,.1918,.1032,.0934,.0795,.1116,,.6543,.283,.3692,.2682,.3615,,209876,594,2026,645.4558219178082,6018.640867579908,5995.355365296804,1947.013584474886,8491.612214611872,,1000000
594,.0344,.028712193,.775,.46900001,21301000,.0012,0,.0044648281372779,0,.0009852185233268,.0014700537452306,.0092012635138222,,.4999431395426366,.1809620620441508,.3071729632106953,.9671102078297058,.704198003716345,,.1746,.0413,.048,.047,.0808,,.4795,.2308,.2877,.1918,.2578,,.0037206901143983,0,.0016194375962229,.0014271808420956,.0253646472583033,,.6319559189672749,.3752979903595047,.3614600124973704,1.112733693917568,.8458591468690255,,.1918,.1026,.0915,.0795,.1116,,.6543,.283,.3593,.2682,.3615,,209876,594,2027,645.4558219178082,6018.640867579908,5995.355365296804,1947.013584474886,8491.612214611872,,1000000
824,.0448,.031975143,.5161,.44479999,119718000,.1608,.1858592197468884,.4375144125991299,.144701550059341,.3085167267002011,.075261634046352,.3575512116121643,,2.761145132593644,.4260365805660927,.5040243270515635,.7436958104437598,1.738030043961588,,.4235,.0772,.1507,.1309,.3721,,2.1497,.7237,.8268,.8245,1.5071,,.6379360369300382,.2669106670352639,.2839352466150147,.1037176240302669,.5214361083331025,,5.443911276356961,.6522582867529554,.7437457523062414,.9996465966874022,4.149471914214756,,.6722,.5499000000000001,.295,.2087,.4741,,2.6335,.7755,.7821,.7823,1.7544,,1341417,824,2025,4018.672831050229,36382.99360730594,36516.08847031964,10898.54257990868,63624.30764840182,,1000000
824,.0448,.031975143,.5161,.44479999,119718000,.1608,.1858592197468884,.4375144125991299,.144701550059341,.3085167267002011,.075261634046352,.3575512116121643,,2.761145132593644,.4260365805660927,.5040243270515635,.7436958104437598,1.738030043961588,,.3766,.0772,.1507,.1309,.3336,,1.8242,.7055,.8116,.8161,1.3055,,.6379360369300382,.2669106670352639,.2839352466150147,.1037176240302669,.5214361083331025,,5.443911276356961,.6522582867529554,.7437457523062414,.9996465966874022,4.149471914214756,,.6284999999999999,.4597,.2773,.2087,.4321,,2.2058,.7355,.7779,.7823,1.5019,,1341417,824,2026,4018.672831050229,36382.99360730594,36516.08847031964,10898.54257990868,63624.30764840182,,1000000
824,.0448,.031975143,.5161,.44479999,119718000,.1608,.1858592197468884,.4375144125991299,.144701550059341,.3085167267002011,.075261634046352,.3575512116121643,,2.761145132593644,.4260365805660927,.5040243270515635,.7436958104437598,1.738030043961588,,.3297,.0772,.1507,.1309,.2951,,1.4986,.6873,.7964,.8078,1.1039,,.6379360369300382,.2669106670352639,.2839352466150147,.1037176240302669,.5214361083331025,,5.443911276356961,.6522582867529554,.7437457523062414,.9996465966874022,4.149471914214756,,.5849,.3695,.2596,.2087,.3901,,1.7782,.6954,.7737000000000001,.7823,1.2493,,1341417,824,2027,4018.672831050229,36382.99360730594,36516.08847031964,10898.54257990868,63624.30764840182,,1000000
886,.0309,.029282873,.5379,.4709,250435008,.0627,.0437449357416126,.1940090318399919,.0965829866009507,.0450757869950034,.0514071719778204,.1578850592791057,,1.793751493991096,.2022692245395679,.3144182470125143,.5347002116381865,.7308221535116386,,.3482,.1169,.0605,.053,.154,,1.0949,.5034999999999999,.5054,.4235,.8996,,.4780740876179001,.144420236402602,.1091280201172743,.0884560489171215,.3697816463833508,,1.580036381904233,.5288002328317569,.3849405356549736,.3144295441855872,1.026832643000242,,.6543,.3377,.1315,.115,.2737,,1.0746,.4447,.3902,.3519,.9022,,1906063,886,2025,2122.75399543379,47165.77146118721,62081.72579908676,17613.73858447489,61861.25433789955,,1000000
886,.0309,.029282873,.5379,.4709,250435008,.0627,.0437449357416126,.1940090318399919,.0965829866009507,.0450757869950034,.0514071719778204,.1578850592791057,,1.793751493991096,.2022692245395679,.3144182470125143,.5347002116381865,.7308221535116386,,.3021,.1034,.0605,.053,.154,,1.0949,.438,.4862,.4235,.8126,,.4780740876179001,.144420236402602,.1091280201172743,.0884560489171215,.3697816463833508,,1.580036381904233,.5288002328317569,.3849405356549736,.3144295441855872,1.026832643000242,,.4983,.235,.123,.113,.2458,,1.0746,.4048,.3902,.3519,.8157,,1906063,886,2026,2122.75399543379,47165.77146118721,62081.72579908676,17613.73858447489,61861.25433789955,,1000000
886,.0309,.029282873,.5379,.4709,250435008,.0627,.0437449357416126,.1940090318399919,.0965829866009507,.0450757869950034,.0514071719778204,.1578850592791057,,1.793751493991096,.2022692245395679,.3144182470125143,.5347002116381865,.7308221535116386,,.2559,.0899,.0605,.053,.154,,1.0949,.3724,.467,.4235,.7256,,.4780740876179001,.144420236402602,.1091280201172743,.0884560489171215,.3697816463833508,,1.580036381904233,.5288002328317569,.3849405356549736,.3144295441855872,1.026832643000242,,.3423,.1323,.1145,.111,.2178,,1.0746,.3649,.3902,.3519,.7292,,1906063,886,2027,2122.75399543379,47165.77146118721,62081.72579908676,17613.73858447489,61861.25433789955,,1000000
899,.0602,.022153364,.5241,.27000001,13069000,.0185,.038989700833742,.0957148994900935,.2499782552362744,.2889925978257626,.6128587282849408,.2704798711306223,,.5610836380189498,.1654832198141296,.2317259406036565,.2902302303717475,.6689804830786003,,.3735,.0964,.1857,.1323,.2418,,.5747,.2226,.3028,.3752,.4952,,.3245030852499743,1.082973335853418,1.216823199641024,2.83522683679328,1.075950554598035,,1.115804089488418,.2609456358836051,.4219082371893648,.2803700588201568,1.22885606932779,,.9391,.2423,.4964,.2619,.6202,,.3456,.085,.1507,.1568,.2773,,237526,899,2025,1821.624657534247,3792.966894977169,1469.764383561644,339.1332191780822,2816.628538812785,,1000000
899,.0602,.022153364,.5241,.27000001,13069000,.0185,.038989700833742,.0957148994900935,.2499782552362744,.2889925978257626,.6128587282849408,.2704798711306223,,.5610836380189498,.1654832198141296,.2317259406036565,.2902302303717475,.6689804830786003,,.3735,.0964,.1857,.1323,.2418,,.5747,.2226,.3028,.3752,.4952,,.3245030852499743,1.082973335853418,1.216823199641024,2.83522683679328,1.075950554598035,,1.115804089488418,.2609456358836051,.4219082371893648,.2803700588201568,1.22885606932779,,.9391,.2423,.4964,.2619,.6202,,.3456,.085,.1507,.1568,.2773,,237526,899,2026,1821.624657534247,3792.966894977169,1469.764383561644,339.1332191780822,2816.628538812785,,1000000
899,.0602,.022153364,.5241,.27000001,13069000,.0185,.038989700833742,.0957148994900935,.2499782552362744,.2889925978257626,.6128587282849408,.2704798711306223,,.5610836380189498,.1654832198141296,.2317259406036565,.2902302303717475,.6689804830786003,,.3735,.0964,.1857,.1323,.2418,,.5747,.2226,.3028,.3752,.4952,,.3245030852499743,1.082973335853418,1.216823199641024,2.83522683679328,1.075950554598035,,1.115804089488418,.2609456358836051,.4219082371893648,.2803700588201568,1.22885606932779,,.9391,.2423,.4964,.2619,.6202,,.3456,.085,.1507,.1568,.2773,,237526,899,2027,1821.624657534247,3792.966894977169,1469.764383561644,339.1332191780822,2816.628538812785,,1000000
904,.0263,.030663494,.6186,.57370001,187512000,.0021,.0005804382784772,.3069793085623302,.0299819022817431,.0359173640098194,.0257293114224823,.1306343503514094,,.713700676400939,.1005815791555335,.2189656288457028,.3354896830993828,.3125611208626903,,.2061,.0194,.0301,.0409,.1272,,.9422,.1306,.2447,.2311,.3944,,1.020983768424871,.0737287487847376,.088683517231308,.0645229413806202,.3294052768505249,,.6890534036476782,.0543477141400954,.1288016617826959,.252766473483646,.2765466637609989,,.3962,.0459,.0649,.0874,.236,,1.0385,.0844,.1876,.1801,.3038,,1728831,3045,2025,3897.306164383562,55007.62819634703,61283.23630136986,10822.87294520548,51581.35502283105,,1000000
904,.0263,.030663494,.6186,.57370001,187512000,.0021,.0005804382784772,.3069793085623302,.0299819022817431,.0359173640098194,.0257293114224823,.1306343503514094,,.713700676400939,.1005815791555335,.2189656288457028,.3354896830993828,.3125611208626903,,.2061,.0194,.0301,.0409,.1237,,.9422,.1306,.2447,.2311,.3944,,1.020983768424871,.0737287487847376,.088683517231308,.0645229413806202,.3294052768505249,,.6890534036476782,.0543477141400954,.1288016617826959,.252766473483646,.2765466637609989,,.3318,.0459,.0599,.0754,.1896,,1.0385,.0844,.1876,.1801,.3038,,1728831,3045,2026,3897.306164383562,55007.62819634703,61283.23630136986,10822.87294520548,51581.35502283105,,1000000
